catalogue_id,index,num,title,text,line_start
BO0624_4466,46,45,"Paio vasi di forma sferica, decorati con fregi e medaglioni. Caltagirone                                                                                          | 45. Paio vasi di forma sferica, decorati con fregi e medaglioni. Caltagirone                                                               |","| 45. Paio vasi di forma sferica, decorati con fregi e medaglioni. Caltagirone                                                                                          | 45. Paio vasi di forma sferica, decorati con fregi e medaglioni. Caltagirone                                                               |",58
BO0624_4466,47,46,"Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                                             | 46. Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                  |","| 46. Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                                             | 46. Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                  |",59
BO0624_4466,48,47,Vaso di forma cilindrica con medaglione.                                                                                                                          | Caltagirone Casteldurante                                                                                                                  |,| 47. Vaso di forma cilindrica con medaglione.                                                                                                                          | Caltagirone Casteldurante                                                                                                                  |,60
BO0624_4466,49,48,"Vaso con manico e becco decorato con fregi sopra fondo bleu; e medaglioni. — alt. m. 0,20.                                                                        | Casteldurante                                                                                                                              |","| 48. Vaso con manico e becco decorato con fregi sopra fondo bleu; e medaglioni. — alt. m. 0,20.                                                                        | Casteldurante                                                                                                                              |",61
BO0624_4466,50,49,Piatto: nel centro S. Giovanni.                                                                                                                                   | Abruzzo                                                                                                                                    |,| 49. Piatto: nel centro S. Giovanni.                                                                                                                                   | Abruzzo                                                                                                                                    |,62
BO0624_4466,51,50,"Vaso di forma cilindrica, decorato con paesaggio e figura di S. Eulochio — firmato P. C. P. 1757.                                                                 | Abruzzo                                                                                                                                    |","| 50. Vaso di forma cilindrica, decorato con paesaggio e figura di S. Eulochio — firmato P. C. P. 1757.                                                                 | Abruzzo                                                                                                                                    |",63
BO0624_4466,52,51,"Mattone circolare con soggetto mitologico. Diana fra le ninfe. diam. m. 0,30.                                                                                     | Abruzzo                                                                                                                                    |","| 51. Mattone circolare con soggetto mitologico. Diana fra le ninfe. diam. m. 0,30.                                                                                     | Abruzzo                                                                                                                                    |",64
BO0624_4466,53,52,"Vaso di forma sferica, con due medaglioni, decorati a paesaggio ed ornati in colori su fondo bleu, alt. m. 0,37.                                                  | Urbino                                                                                                                                     |","| 52. Vaso di forma sferica, con due medaglioni, decorati a paesaggio ed ornati in colori su fondo bleu, alt. m. 0,37.                                                  | Urbino                                                                                                                                     |",65
BO0624_4466,54,53,Due vasi con manici - Eruzione del Vesuvio terraglia del Giusti- niani.                                                                                           | Napoli                                                                                                                                     |,| 53. Due vasi con manici - Eruzione del Vesuvio terraglia del Giusti- niani.                                                                                           | Napoli                                                                                                                                     |,66
BO0624_4466,55,54,Piatto decorato con fiori e foglie su fondo bianco.                                                                                                               | Persia                                                                                                                                     |,| 54. Piatto decorato con fiori e foglie su fondo bianco.                                                                                                               | Persia                                                                                                                                     |,67
BO0624_4466,56,55,Piatto arcaico con fregi e putti. Nel mezzo Venere ed Amore.                                                                                                      |                                                                                                                                            |,"| 55. Piatto arcaico con fregi e putti. Nel mezzo Venere ed Amore.                                                                                                      |                                                                                                                                            |
| diam. 0.21.                                                                                                                                                           | Abruzzo                                                                                                                                    |",68
BO0624_4466,57,56,"Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante 57. Paio vasi di forma sferica, decorati con fregi e medaglioni.                            | 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante 57. Paio vasi di forma sferica, decorati con fregi e medaglioni. |","| 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante 57. Paio vasi di forma sferica, decorati con fregi e medaglioni.                            | 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante 57. Paio vasi di forma sferica, decorati con fregi e medaglioni. |",70
BO0624_4466,58,58,"Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                                                         | 58. Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                              |","| 58. Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                                                         | 58. Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                              |",71
BO0624_4466,59,59,"Vaso a pancia con manichi e collo lungo, decorato a riflesso me- tallico su fondo bianco, alt. m. 0.30. Ispano- Arabo 60. Due vasi con manichi e fiori in colori. | Marsiglia                                                                                                                                  |","| 59. Vaso a pancia con manichi e collo lungo, decorato a riflesso me- tallico su fondo bianco, alt. m. 0.30. Ispano- Arabo 60. Due vasi con manichi e fiori in colori. | Marsiglia                                                                                                                                  |
| bianco.                                                                                                                                                               | Pesaro                                                                                                                                     |",72
BO0624_4466,60,61,"Piccolo vaso con piede, decorato con ornati in colori sopra fondo                                                                                                 |                                                                                                                                            |","| 61. Piccolo vaso con piede, decorato con ornati in colori sopra fondo                                                                                                 |                                                                                                                                            |",74
BO0624_4466,61,63,Due canestrini in terraglia di                                                                                                                                    | Napoli                                                                                                                                     |,| 63. Due canestrini in terraglia di                                                                                                                                    | Napoli                                                                                                                                     |,75
BO0624_4466,62,64,Due piatti con ornati in colori: terraglia di Del Vecchio. Napoli                                                                                                 |                                                                                                                                            |,| 64. Due piatti con ornati in colori: terraglia di Del Vecchio. Napoli                                                                                                 |                                                                                                                                            |,76
BO0624_4466,63,65,"Vaso, di forma cilindrica, con fregi e stemma. Caffagiolo","65. Vaso, di forma cilindrica, con fregi e stemma. Caffagiolo",77
BO0624_4466,64,66,"Vaso alnarico, con fregi in colori. Caffagiolo","66. Vaso alnarico, con fregi in colori. Caffagiolo",79
BO0624_4466,65,67,"Mattone rappresentante soggetto della bibbia, in cornice nera, alt. m. 0.24 per 0.34 Abruzzo","67. Mattone rappresentante soggetto della bibbia, in cornice nera, alt. m. 0.24 per 0.34 Abruzzo",81
BO0624_4466,66,68,Paio vasettimi di forma alindrica. decorati con medaghom. Aoruzzo,68. Paio vasettimi di forma alindrica. decorati con medaghom. Aoruzzo,83
BO0624_4466,67,60,"Paio vesi di forma sferica. decorati con medaglioni. fiori e fogl in colori sopra fondo bleu, alt. m. 0,27 Casteldurante","60. Paio vesi di forma sferica. decorati con medaglioni. fiori e fogl in colori sopra fondo bleu, alt. m. 0,27 Casteldurante",85
BO0624_4466,68,70,"Vaso di forma sierica, con due medagnon e ornau in colori. la ctelnamante","70. Vaso di forma sierica, con due medagnon e ornau in colori. la ctelnamante",86
BO0624_4466,69,71,"Paio vasi di forma a pancia e due manichi, decorati con fregi in azzurro sopra fondo azzurro chiaro (Fabb. del Fuina) A0r1220","71. Paio vasi di forma a pancia e due manichi, decorati con fregi in azzurro sopra fondo azzurro chiaro (Fabb. del Fuina) A0r1220",87
BO0624_4466,70,72,Piatto arcaico con fregi. Nel centro s. Bonaventura Abruzzo,72. Piatto arcaico con fregi. Nel centro s. Bonaventura Abruzzo,89
BO0624_4466,71,13,lazza decorata con Amorin. Abruzzo,13. lazza decorata con Amorin. Abruzzo,91
BO0624_4466,72,74,Due piatti (Fabb. di Cappelletti). 40razzo,74. Due piatti (Fabb. di Cappelletti). 40razzo,93
BO0624_4466,73,75,Tre piatti (Fabb. di Cappelletti). AbrUZZO,"75. Tre piatti (Fabb. di Cappelletti). AbrUZZO

%o. vaso con fregi e ngura di s. Antonio Casteldurante

#. Vaso con manico e becco e fregi in colori note murant",95
BO0624_4466,74,78,Vaso a becco con manico e due medaglioni. Caltagirone,78. Vaso a becco con manico e due medaglioni. Caltagirone,101
BO0624_4466,75,79,Due vasi con medaghon Caltagiron,79. Due vasi con medaghon Caltagiron,103
BO0624_4466,76,80,Mattone in colori. Lersia,80. Mattone in colori. Lersia,105
BO0624_4466,77,81,"Gran piatto con ornati raffaelleschi e stemma Pesaro o2. riatto con piede, decorato in bleu mond","81. Gran piatto con ornati raffaelleschi e stemma Pesaro o2. riatto con piede, decorato in bleu mond",107
BO0624_4466,78,83,"Mattoni per pavimento, con ornati raffaelleschi sopra fondo di vari colori - Quadrato di dieci pezzi Caffagiol","83. Mattoni per pavimento, con ornati raffaelleschi sopra fondo di vari colori - Quadrato di dieci pezzi Caffagiol",109
BO0624_4466,79,84,Mattone in cornice. Paesaggio. Abruzz,84. Mattone in cornice. Paesaggio. Abruzz,111
BO0624_4466,80,85,Piccolo piatto — Il Battesimo di S. Giovanni. AL0r2220,85. Piccolo piatto — Il Battesimo di S. Giovanni. AL0r2220,113
BO0624_4466,81,86,Mattone rappresentante soggetto della Bibbia,86. Mattone rappresentante soggetto della Bibbia,115
BO0624_4466,82,2,"alt. m. 0,24 p. 0,34 Abruzzo","2. alt. m. 0,24 p. 0,34 Abruzzo",116
BO0624_4466,83,87,"Vaso di forma cilindrica, decorato con medaglione, stemma e fregi Datato 1526, altezza m. 0.26. Caffagiolo","87. Vaso di forma cilindrica, decorato con medaglione, stemma e fregi Datato 1526, altezza m. 0.26. Caffagiolo",117
BO0624_4466,84,88,Due mattoni. Paesaggi Ahaaad ov. Mattone. Cristo croeinsso Abruzzo,"88. Due mattoni. Paesaggi Ahaaad ov. Mattone. Cristo croeinsso Abruzzo

J. Onera decorata con gure (rabo. de Cappelletti, A 0011220

J1. vaso a becco con medaglone Casteldurante",119
BO0624_4466,85,92,"Vaso di forma sferica decorata con iscrizione; foglie e frutta al 1 ingiro, alt. m. 0,00. castelnan ant","92. Vaso di forma sferica decorata con iscrizione; foglie e frutta al 1 ingiro, alt. m. 0,00. castelnan ant",125
BO0624_4466,86,93,"Vaso di forma sferica, decorato con fregi e grossi fogliami in colori.                                                                                             |                             |","| 93. Vaso di forma sferica, decorato con fregi e grossi fogliami in colori.                                                                                             |                             |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------|",126
BO0624_4466,87,94,Idem.                                                                                                                                                              | Caltagirone Caltagirone     |,| 94. Idem.                                                                                                                                                              | Caltagirone Caltagirone     |,128
BO0624_4466,88,94,bis. — Idem. „                                                                                                                                                      | Caltagirone                 |,| 94 bis. — Idem. „                                                                                                                                                      | Caltagirone                 |,129
BO0624_4466,89,95,"Due piccoli vasi di forma cilindrica, decorati con ornati e meda- glioni.                                                                                          | Sicilia                     |","| 95. Due piccoli vasi di forma cilindrica, decorati con ornati e meda- glioni.                                                                                          | Sicilia                     |",130
BO0624_4466,90,96,Piatto decorato in bleu.                                                                                                                                           | Rodi                        |,| 96. Piatto decorato in bleu.                                                                                                                                           | Rodi                        |,131
BO0624_4466,91,97,"Vaso con due mascheroni, decorato in bleu.                                                                                                                         | Moustiers                   |","| 97. Vaso con due mascheroni, decorato in bleu.                                                                                                                         | Moustiers                   |",132
BO0624_4466,92,98,Due vasi a pancia con fregi in colore. Datati 1652.                                                                                                                | Marche                      |,| 98. Due vasi a pancia con fregi in colore. Datati 1652.                                                                                                                | Marche                      |,133
BO0624_4466,93,99,Gruppo. Nettuno con tritoni (Del Vecchio).                                                                                                                         | Napoli                      |,| 99. Gruppo. Nettuno con tritoni (Del Vecchio).                                                                                                                         | Napoli                      |,134
BO0624_4466,94,100,"Vaso di forma sferica, decorato a piccoli fregi con medaglione. Datato 1575, alt. m. 0,10.                                                                        | Urbino                      |","| 100. Vaso di forma sferica, decorato a piccoli fregi con medaglione. Datato 1575, alt. m. 0,10.                                                                        | Urbino                      |",135
BO0624_4466,95,101,"Lotto di quattro piatti. 102. Vaso di forma sferica, decorato con medaglione e trofeo d' armi                                                                     | Casteldurante               |","| 101. Lotto di quattro piatti. 102. Vaso di forma sferica, decorato con medaglione e trofeo d' armi                                                                     | Casteldurante               |
| in colori su fondo bleu, alt. 0,32. 103. Vaso di forma cilindrica, decorato con fregi a riflesso metallico,                                                            |                             |
| alt. m. 0,30.                                                                                                                                                          | Ispano-Arabo                |",136
BO0624_4466,96,104,"Due mattoni, decorati a paesaggi e figure.                                                                                                                        | Abruzzo                     |","| 104. Due mattoni, decorati a paesaggi e figure.                                                                                                                        | Abruzzo                     |",139
BO0624_4466,97,105,"Tazza, decorata con paesaggio.                                                                                                                                    | Abruzzo                     |","| 105. Tazza, decorata con paesaggio.                                                                                                                                    | Abruzzo                     |",140
BO0624_4466,98,106,Due piatti (Fabb. del Cappelletti).                                                                                                                               | Abruzzo                     |,| 106. Due piatti (Fabb. del Cappelletti).                                                                                                                               | Abruzzo                     |,141
BO0624_4466,99,107,"Vaso di forma cilindrica, decorato con soggetto sacro. S. Domenico, alt. m. 0,27.                                                                                 | A 0011220                   |","| 107. Vaso di forma cilindrica, decorato con soggetto sacro. S. Domenico, alt. m. 0,27.                                                                                 | A 0011220                   |",142
BO0624_4466,100,108,Cinque mattoni.                                                                                                                                                   | Caffagiolo                  |,| 108. Cinque mattoni.                                                                                                                                                   | Caffagiolo                  |,143
BO0624_4466,101,110,Mattone con fregi su fondo verde.                                                                                                                                 | Persia                      |,| 110. Mattone con fregi su fondo verde.                                                                                                                                 | Persia                      |,144
BO0624_4466,102,111,Idem con fregi su fondo grigio.                                                                                                                                   | Persia                      |,| 111. Idem con fregi su fondo grigio.                                                                                                                                   | Persia                      |,145
BO0624_4466,103,112,Idem.                                                                                                                                                             |                             |,"| 112. Idem.                                                                                                                                                             |                             |
|                                                                                                                                                                        | Persia                      |",146
BO0624_4466,104,113,Vasettino con iscrizione su fondo bleu.                                                                                                                           | Pesaro                      |,| 113. Vasettino con iscrizione su fondo bleu.                                                                                                                           | Pesaro                      |,148
BO0624_4466,105,114,"Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |","| 114. Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |",149
BO0624_4466,106,115,"Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |","| 115. Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |",150
BO0624_4466,107,116,Vaso di forma cilindrica; iscrizione e frutti all'ingiro. 117. Vaso con foglie e frutta.                                                                          | Casteldurante Casteldurante |,| 116. Vaso di forma cilindrica; iscrizione e frutti all'ingiro. 117. Vaso con foglie e frutta.                                                                          | Casteldurante Casteldurante |,151
BO0624_4466,108,118,"Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |","| 118. Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |",152
BO0624_4466,109,119,"Mattonella rappresentante Calai e Zete, che scacciano le Arpie dal 9 mensa 01 kne0. A.0111220                    |","| 119. Mattonella rappresentante Calai e Zete, che scacciano le Arpie dal 9 mensa 01 kne0. A.0111220                    |
|-----------------------------------------------------------------------------------------------------------------------|",153
BO0624_4466,110,120,"Tazza, decorata con paesaggio e figura di donna Abote2o                                                          |","| 120. Tazza, decorata con paesaggio e figura di donna Abote2o                                                          |",155
BO0624_4466,111,121,Grande medaglione busto di uomo: all' ingiro fiori e frutta a ri lievo ed in colori (Della Robbia) diam. m. 0.95 |,| 121. Grande medaglione busto di uomo: all' ingiro fiori e frutta a ri lievo ed in colori (Della Robbia) diam. m. 0.95 |,156
BO0624_4466,112,122,"vaso con manico e becco, con troter darmi, e iscrizione. Cafagolo                                                |","| 122. vaso con manico e becco, con troter darmi, e iscrizione. Cafagolo                                                |",157
BO0624_4466,113,123,Nove mattoni formanti un quadrato. Caffagiolo                                                                    |,"| 123. Nove mattoni formanti un quadrato. Caffagiolo                                                                    |
| Lotto di tre piatti Parma                                                                                             |
| Faenza                                                                                                                |
| Vaso di forma cilindrica, alt. m. 0.18 126. Salera, decorata con cariatide a rilevo e fregi in colori. Pesaro         |",158
BO0624_4466,114,127,Rinfrescatojo con fregi e manichi in terraglia bianca di Wedgwood                                                |,| 127. Rinfrescatojo con fregi e manichi in terraglia bianca di Wedgwood                                                |,162
BO0624_4466,115,12,o. liceolo piatto in colori. Lersia                                                                                 |,| 12o. liceolo piatto in colori. Lersia                                                                                 |,163
BO0624_4466,116,129,Due vasi con medagloni. Sicilia                                                                                  |,| 129. Due vasi con medagloni. Sicilia                                                                                  |,164
BO0624_4466,117,130,Vaso a pancia; nel centro medaglione e figurine all'ingiro. Caltagirone                                          |,| 130. Vaso a pancia; nel centro medaglione e figurine all'ingiro. Caltagirone                                          |,165
BO0624_4466,118,131,Due vasi di forma cilindrica. Casteldurant                                                                       |,| 131. Due vasi di forma cilindrica. Casteldurant                                                                       |,166
BO0624_4466,119,132,"Vaso, con due grandi medaglioni e fregi in varii colori. Casteldurante                                           |","| 132. Vaso, con due grandi medaglioni e fregi in varii colori. Casteldurante                                           |",167
BO0624_4466,120,133,"Palo vasi, con coperchi, decorati a piccoli fregi in colori. Abruzzo                                             |","| 133. Palo vasi, con coperchi, decorati a piccoli fregi in colori. Abruzzo                                             |",168
BO0624_4466,121,134,"Vaso a due manichi e mascheroni, decorato con paesaggio e figu-                                                  |","| 134. Vaso a due manichi e mascheroni, decorato con paesaggio e figu-                                                  |
| re in colore azzurro. Abruzzo                                                                                         |",169
BO0624_4466,122,135,"Piatto arcaico in colori. Abruzzo 136. Vaso a forma cilindrica, decorato in bleu su fondo bianco. Persia         |","| 135. Piatto arcaico in colori. Abruzzo 136. Vaso a forma cilindrica, decorato in bleu su fondo bianco. Persia         |
| lor. vaso al torma sierica, decorato con paesaggio in colori. alt. m. 0.25. Th-bine                                   |",171
BO0624_4466,123,138,"Vaso con ornati sopra fondo arancione, alt. m. 0.25 Caffagiolo                                                   |","| 138. Vaso con ornati sopra fondo arancione, alt. m. 0.25 Caffagiolo                                                   |",173
BO0624_4466,124,139,"Vaso di forma cilindrica, con piccoli fregi in colori Caffagiolo                                                 |","| 139. Vaso di forma cilindrica, con piccoli fregi in colori Caffagiolo                                                 |",174
BO0624_4466,125,140,Grosso piatto con fregi e Amorino. Marche                                                                        |,| 140. Grosso piatto con fregi e Amorino. Marche                                                                        |,175
BO0624_4466,126,141,"Vaso (sterode), decorato con freoi in colori. savona                                                             |","| 141. Vaso (sterode), decorato con freoi in colori. savona                                                             |",176
BO0624_4466,127,142,"Due vasi con manichi e coperchi, decorazione con figure in bleu                                                  |","| 142. Due vasi con manichi e coperchi, decorazione con figure in bleu                                                  |",177
BO0624_4466,128,143,"Piletta, decorata a fogliami in rilievo e medaglione, rappresentante la Vergine col Bambino. Abruzzo             |","| 143. Piletta, decorata a fogliami in rilievo e medaglione, rappresentante la Vergine col Bambino. Abruzzo             |
| Pesaro                                                                                                                |",178
BO0624_4466,129,144,Due statuette colorate                                                                                           |,| 144. Due statuette colorate                                                                                           |,180
BO0624_4466,130,145,Mattonella con fregi in bleu Nancy                                                                               |,| 145. Mattonella con fregi in bleu Nancy                                                                               |,181
