catalogue_id,prev_num,current_num,title,excerpt,line_start
BO0624_4466,75,78,Vaso a becco con manico e due medaglioni. Caltagirone,78. Vaso a becco con manico e due medaglioni. Caltagirone...,101
BO0624_4466,81,83,"Mattoni per pavimento, con ornati raffaelleschi sopra fondo di vari colori - Quadrato di dieci pezzi Caffagiol","83. Mattoni per pavimento, con ornati raffaelleschi sopra fondo di vari colori - Quadrato di dieci pezzi Caffagiol...",109
BO0624_4466,86,2,"alt. m. 0,24 p. 0,34 Abruzzo",| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,87,"Vaso di forma cilindrica, decorato con medaglione, stemma e fregi Datato 1526, altezza m. 0.26. Caffagiolo","87. Vaso di forma cilindrica, decorato con medaglione, stemma e fregi Datato 1526, altezza m. 0.26. Caffagiolo...",117
BO0624_4466,88,92,"Vaso di forma sferica decorata con iscrizione; foglie e frutta al 1 ingiro, alt. m. 0,00. castelnan ant","92. Vaso di forma sferica decorata con iscrizione; foglie e frutta al 1 ingiro, alt. m. 0,00. castelnan ant...",125
BO0624_4466,94,94,bis. — Idem. „                                                                                                                                                      | Caltagirone                 |,| 94. Idem.                                                                                                                                                              | Caltagirone Caltagirone     |...,128
BO0624_4466,101,104,"Due mattoni, decorati a paesaggi e figure.                                                                                                                        | Abruzzo                     |","| 104. Due mattoni, decorati a paesaggi e figure.                                                                                                                        | Abruzzo                     |...",139
BO0624_4466,108,110,Mattone con fregi su fondo verde.                                                                                                                                 | Persia                      |,| 110. Mattone con fregi su fondo verde.                                                                                                                                 | Persia                      |...,144
BO0624_4466,116,118,"Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |","| 118. Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |...",152
BO0624_4466,123,127,Rinfrescatojo con fregi e manichi in terraglia bianca di Wedgwood                                                |,| 127. Rinfrescatojo con fregi e manichi in terraglia bianca di Wedgwood                                                |...,162
BO0624_4466,127,12,o. liceolo piatto in colori. Lersia                                                                                 |,| 12. Cavolo con foglia in majolica colorata di                                                                                                   | Abruzzo       |...,18
BO0624_4466,12,129,Due vasi con medagloni. Sicilia                                                                                  |,| 129. Due vasi con medagloni. Sicilia                                                                                  |...,164
BO0624_4466,135,138,"Vaso con ornati sopra fondo arancione, alt. m. 0.25 Caffagiolo                                                   |","| 138. Vaso con ornati sopra fondo arancione, alt. m. 0.25 Caffagiolo                                                   |...",173
BO0624_4466,145,147,Due vasi con medagliom Caltagirone                                                                               |,| 147. Due vasi con medagliom Caltagirone                                                                               |...,182
BO0624_4466,147,149,Idem Casteldamant                                                                                                |,| 149. Idem Casteldamant                                                                                                |...,183
BO0624_4466,151,105,"Plletta formante architettura, con fregi e figure di anoioletti in Thevo; nel mezzo la Vergine Immacolata. alt. m. 0.41 per 0.31. | 4011220 Abruzzo |","| 105. Tazza, decorata con paesaggio.                                                                                                                                    | Abruzzo                     |...",140
BO0624_4466,105,154,"Vaso di forma sferica, decorato a fregi con due medaglioni.                                                                       | Casteldamante   |","| 154. Vaso di forma sferica, decorato a fregi con due medaglioni.                                                                       | Casteldamante   |...",188
BO0624_4466,155,106,"Mattonella - La Vergine. 157. Mattone, rappresentante costumi Errico IV.                                                          | Abruzzo         |",| 106. Due piatti (Fabb. del Cappelletti).                                                                                                                               | Abruzzo                     |...,141
BO0624_4466,106,158,"Scodella, con soggetto sacro e con iscrizione all'ingiro - S. Casa di Loreto.                                                     | Abruzzo         |","| 158. Scodella, con soggetto sacro e con iscrizione all'ingiro - S. Casa di Loreto.                                                     | Abruzzo         |...",191
BO0624_4466,158,10,"g. Vaso con manico e becco, decorato con fregi e stemma nel centro.                                                                  | Casteldurante   |","| 10. Vaso cilindrico decorato da un lato con fregi e testa di donna; dall'altro iscrizione col piccolo medaglione di Castelli. alt. m. 0,20.     |               | |                                   ...",15
BO0624_4466,10,160,"Vaso, decorato con frutta e iscrizione.                                                                                           | Castetdurante   |","| 160. Vaso, decorato con frutta e iscrizione.                                                                                           | Castetdurante   |...",193
BO0624_4466,162,100,Due vasi con medaglioni                                                                                                           | Caltagirone     |,"| 100. Vaso di forma sferica, decorato a piccoli fregi con medaglione. Datato 1575, alt. m. 0,10.                                                                        | Urbino                      |...",135
BO0624_4466,100,164,"Vaso a pancia con manichi e collo lungo, decorato con arabeschi a riflesso metallico sopra fondo bianco. alt.m. 0.20              | Ispano-Moresco  |","| 164. Vaso a pancia con manichi e collo lungo, decorato con arabeschi a riflesso metallico sopra fondo bianco. alt.m. 0.20              | Ispano-Moresco  |...",197
BO0624_4466,165,16,%. Salera con cariatidi: fondo bleu e fregi gialli.                                                                                  | Pavia           |,"16. Vaso di forma cilindrica, decorato con figura e paesaggio. Abruzzo...",24
BO0624_4466,16,168,Paio vasi con ornati in rilievo. Maiolica bianca. 16g. lastore con armenti: maronca in colori                                     | Urorno          |,| 168. Paio vasi con ornati in rilievo. Maiolica bianca. 16g. lastore con armenti: maronca in colori                                     | Urorno          | | di varii colori. Quadrato di dieci pezzi....,200
BO0624_4466,168,170,"Mattonelle per pavimento, con ornati alla raffaellesca sopra fondo                                                                | Caffagiolo      |","| 170. Mattonelle per pavimento, con ornati alla raffaellesca sopra fondo                                                                | Caffagiolo      |...",202
BO0624_4466,172,174,"Vaso di forma sferica e collo lungo, con trofei d'armi in colori su fondo bleu. Casteldurante                                  |","| 174. Vaso di forma sferica e collo lungo, con trofei d'armi in colori su fondo bleu. Casteldurante                                  | |---------------------------------------------------------------...",205
BO0624_4466,185,187,Vaso di forma cilindrica (l' Amicizia). Abruzzo                                                                                |,| 187. Vaso di forma cilindrica (l' Amicizia). Abruzzo                                                                                |...,219
BO0624_4466,189,191,"Vaso di forma sferica con due medaglioni. Amorini ed ornati in colori sopra fondo bleu, alt. m. 0,28. Urbino                   |","| 191. Vaso di forma sferica con due medaglioni. Amorini ed ornati in colori sopra fondo bleu, alt. m. 0,28. Urbino                   |...",222
BO0624_4466,197,199,Vaso con medaglione in colori. Casteldurante                                                                                   |,| 199. Vaso con medaglione in colori. Casteldurante                                                                                   |...,230
BO0624_4466,200,202,"Cristo alla colonna, mattone degli                                                                                                               | Abruzzi       |","| 202. Cristo alla colonna, mattone degli                                                                                                               | Abruzzi       | |-----------------------------...",233
BO0624_4466,228,231,"Due vasi con manichi e coverchi, decorati con ornati in oro e colori.                                                 | 231. Due vasi con manichi e coverchi, decorati con ornati in oro e colori.                                                 |                                                                                               |","| 231. Due vasi con manichi e coverchi, decorati con ornati in oro e colori.                                                 | 231. Due vasi con manichi e coverchi, decorati con ornati in oro e colori...",264
BO0624_4466,233,235,"Paio vasi di forma sferica, decorati con medaglioni in colori.                                                        | 235. Paio vasi di forma sferica, decorati con medaglioni in colori.                                                        |                                                                                               |","| 235. Paio vasi di forma sferica, decorati con medaglioni in colori.                                                        | 235. Paio vasi di forma sferica, decorati con medaglioni in colori.      ...",267
BO0624_4466,246,248,Vaso decorato con medaglione.                                                                                         | 248. Vaso decorato con medaglione.                                                                                         |                                                                                               |,| 248. Vaso decorato con medaglione.                                                                                         | 248. Vaso decorato con medaglione.                                       ...,281
BO0624_4466,292,294,"Vaso cilindrico, decorato con ornati bleu ed arancio sopra fondo bianco, alt. m. 0,25. Caffagiolo                                                                                             |","| 294. Vaso cilindrico, decorato con ornati bleu ed arancio sopra fondo bianco, alt. m. 0,25. Caffagiolo                                                                                             |...",329
BO0624_4466,296,298,"Boccale con manico e becco, mascheroni e figure in colori. Pesaro","298. Boccale con manico e becco, mascheroni e figure in colori. Pesaro...",333
BO0624_4466,308,310,"Paio vasi centinati, decorati con fregi in colori. 311. Paio vasi di forma sferica, decorati all'ingiro da frutta e foglie,                                             | Abruzzo                                                                      |","| 310. Paio vasi centinati, decorati con fregi in colori. 311. Paio vasi di forma sferica, decorati all'ingiro da frutta e foglie,                                             | Abruzzo                ...",348
BO0624_4466,310,312,"Vaso con becco e manico, e due medaglioni.                                                                                                                              | Casteldurante                                                                |","| 312. Vaso con becco e manico, e due medaglioni.                                                                                                                              | Casteldurante          ...",350
BO0624_4466,320,323,"Due piatti in maiolica. 324. Paio vasi, con coperchi, decorati da ornati varii in colori: all'ingiro istoriati con soggetti bibblici. Bellissimo lavoro di Giacomo Gen- |                                                                              |","| 323. Due piatti in maiolica. 324. Paio vasi, con coperchi, decorati da ornati varii in colori: all'ingiro istoriati con soggetti bibblici. Bellissimo lavoro di Giacomo Gen- |                        ...",360
BO0624_4466,323,326,"Mattone circolare, con soggetto sacro, diam. m. 0,30.                                                                                                 | Abruzzo                                                                |","| 326. Mattone circolare, con soggetto sacro, diam. m. 0,30.                                                                                                 | Abruzzo                                  ...",362
BO0624_4466,326,827,Paesaggio con figura - Mattonella degli                                                                                                               | AbruzzI                                                                |,| 827. Paesaggio con figura - Mattonella degli                                                                                                               | AbruzzI                                  ...,364
BO0624_4466,827,328,Piletta con figura di santo.                                                                                                                          | Abruzzo                                                                |,| 328. Piletta con figura di santo.                                                                                                                          | Abruzzo                                  ...,365
BO0624_4466,334,337,Saliera in terraglia (Fabb. del Giustiniam)                                                                                                           | Napoli                                                                 |,| 337. Saliera in terraglia (Fabb. del Giustiniam)                                                                                                           | Napoli                                   ...,373
BO0624_4466,339,341,Mattone decorato con vari fogliami in colori.                                                                                                         | Lersia                                                                 |,| 341. Mattone decorato con vari fogliami in colori.                                                                                                         | Lersia                                   ...,377
BO0624_4466,345,348,"Vaso con coperchio e manichi, decorato con paesaggi in colori bleu e giallo.                                                                          | A0011220                                                               |","| 348. Vaso con coperchio e manichi, decorato con paesaggi in colori bleu e giallo.                                                                          | A0011220                                 ...",384
BO0624_4466,350,3,o1. Piatto con iscrizione e stemma                                                                                                                        |                                                                        |,| 3. Lotto di tre mattoni.                                                                                                                        | Persia        |...,8
BO0624_4466,3,352,Il presepe. Mattone degli Abruzzi,352. Il presepe. Mattone degli Abruzzi...,389
BO0624_4466,355,357,"Piatto decorato con fiori, nel centro putto con stemma.                                                                                                                            | Persia Sanency                                                                 |","| 357. Piatto decorato con fiori, nel centro putto con stemma.                                                                                                                            | Persia Sanen...",395
BO0624_4466,359,361,"Vaso di forma cilindrica, decorato a grossi fogliami in colori su fondo bianco.                                                                                                    | Napoli Caffagiolo                                                              |","| 361. Vaso di forma cilindrica, decorato a grossi fogliami in colori su fondo bianco.                                                                                                    | Napoli Caffa...",399
BO0624_4466,363,365,Idem.                                                                                                                                                                              |                                                                                |,| 365. Idem.                                                                                                                                                                              |             ...,403
BO0624_4466,367,369,Gran piatto decorato a fregi in colori.                                                                                                                                            | Abruzzo                                                                        |,| 369. Gran piatto decorato a fregi in colori.                                                                                                                                            | Abruzzo     ...,406
BO0624_4466,391,393,"Boccale con decorazioni, imitando la China. Delft                                                                            |","| 393. Boccale con decorazioni, imitando la China. Delft                                                                            |...",431
BO0624_4466,396,398,"Vaso di forma cilindrica, con fregi in colori. Caffagiolo                                                                    |","| 398. Vaso di forma cilindrica, con fregi in colori. Caffagiolo                                                                    |...",435
BO0624_4466,421,4220,"Piccola anitra in colori, porcellana di                                                                                  | Vienna            |","| 4220. Piccola anitra in colori, porcellana di                                                                                  | Vienna            |...",467
BO0624_4466,4220,423,"Vaso con coperchio sormontato da chimera, decorato con fregi a rosame, e due medaglioni con figure, alt. m. 0,64.         | Giappone          |","| 423. Vaso con coperchio sormontato da chimera, decorato con fregi a rosame, e due medaglioni con figure, alt. m. 0,64.         | Giappone          |...",468
BO0624_4466,427,430,"Gruppo di quattro statuette in costumi diversi (Marcolini) alt. m. 0,30.                                                  | Sassonia          |","| 430. Gruppo di quattro statuette in costumi diversi (Marcolini) alt. m. 0,30.                                                  | Sassonia          |...",475
BO0624_4466,432,434,Tazza decorata con figure pompejane in colori sopra fondo bianco                                                          | Ginor             |,| 434. Tazza decorata con figure pompejane in colori sopra fondo bianco                                                          | Ginor             | | (Ferdinando IV).                               ...,479
BO0624_4466,436,438,"Idem - (pendant) - alt. m. 0,35.                                                                                          | Spagna            |","| 438. Idem - (pendant) - alt. m. 0,35.                                                                                          | Spagna            |...",485
BO0624_4466,445,447,"Gruppo - Oreste e Pilade - in porcellana (Fabbrica Reale), alt. m. 0,30. Napoli","447. Gruppo - Oreste e Pilade - in porcellana (Fabbrica Reale), alt. m. 0,30. Napoli...",500
BO0624_4466,447,118,"Gruppo - Ercole ed Onfale - in porcellana (Fabbrica Reale), alt. m. 0,30. Napoli","| 118. Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |...",152
BO0624_4466,118,449,"Statuetta in colori - Amorino presso di un'urna adorna di fiori, alt. m. 0,25. Nassau","449. Statuetta in colori - Amorino presso di un'urna adorna di fiori, alt. m. 0,25. Nassau...",504
BO0624_4466,460,462,"Piatto in colore e bordo traforato, porcellana di Sassonia","462. Piatto in colore e bordo traforato, porcellana di Sassonia...",530
BO0624_4466,468,470,"Statuetta in colori, costume cinese. Porcellana alt. m. 0,20.                                                                |                  |","| 470. Statuetta in colori, costume cinese. Porcellana alt. m. 0,20.                                                                |                  |...",541
BO0624_4466,473,475,"Due vasettini. Porcellana francese. 476. Figurina di donna con uccello, in porcellana della                                  | China            |","| 475. Due vasettini. Porcellana francese. 476. Figurina di donna con uccello, in porcellana della                                  | China            |...",545
BO0624_4466,475,477,Tazza in colori e fregi in oro ( Meissen).                                                                                   | Sassonia         |,| 477. Tazza in colori e fregi in oro ( Meissen).                                                                                   | Sassonia         |...,546
BO0624_4466,479,482,"Una pernice di porcellana in colori, alt. m. 0,15. 483. Statuetta - Amorino con delfino - in biscuit, alt. m. 0,15. Napoli - | Vienna •         |","| 482. Una pernice di porcellana in colori, alt. m. 0,15. 483. Statuetta - Amorino con delfino - in biscuit, alt. m. 0,15. Napoli - | Vienna •         |...",551
BO0624_4466,482,484,"Statuetta in colori - Giardiniera —, alt. m. 0,10. Carlo Teodoro                                                             |                  |","| 484. Statuetta in colori - Giardiniera —, alt. m. 0,10. Carlo Teodoro                                                             |                  |...",552
BO0624_4466,493,894,Due piatti in porcellana della                                                                      |             |,| 894. Due piatti in porcellana della                                                                      |             |...,563
BO0624_4466,894,495,"Due piccoli cavalli con cavalieri, in porcellana colorata, alt. m. 09.                              |             |","| 495. Due piccoli cavalli con cavalieri, in porcellana colorata, alt. m. 09.                              |             |...",564
BO0624_4466,515,517,"Due tazze, decorate con figure pompejane, in colori. Napoli","517. Due tazze, decorate con figure pompejane, in colori. Napoli...",586
BO0624_4466,556,559,"Statuetta - Cerere - biscuit, alt. m. 0,20.                                           | Napoli      |","| 559. Statuetta - Cerere - biscuit, alt. m. 0,20.                                           | Napoli      | | Vestale - biscuit, alt. m. 0,20.                                                         ...",631
BO0624_4466,559,561,"Idem - Suonatrice di tibie - biscuit, alt. m. 0,20 di                                 | Napoli      |","| 561. Idem - Suonatrice di tibie - biscuit, alt. m. 0,20 di                                 | Napoli      |...",633
BO0624_4466,568,570,Una Chimera in porcellana bianca della                                                                                                                          |                   |,| 570. Una Chimera in porcellana bianca della                                                                                                                          |                   |...,643
BO0624_4466,586,287,"Piccola vacca di porcellana in colore, alt. m. 0.15                                                                                  | Sassoma             |",| 287. Piattello in colore. Una caccia all'Elefante. Abruzzo                                                                                                                                         |...,322
BO0624_4466,287,588,"Scatolo con diciassette pezzi, per servizio da Cafte, in porcellana dipinta con farfalle. Capodimonte                                |                     |","| 588. Scatolo con diciassette pezzi, per servizio da Cafte, in porcellana dipinta con farfalle. Capodimonte                                |                     | | pog. statuetta in colori. — Contad...",662
BO0624_4466,588,590,Due piatti orlati in oro e vedutine in carminio - Porcellana del                                                                     | Ginor               |,| 590. Due piatti orlati in oro e vedutine in carminio - Porcellana del                                                                     | Ginor               | | o9l. Luppiera rafigurante una chio...,664
BO0624_4466,590,392,Statuetta in colori - Maschera veneziana - Porcellana. 210. 30. 020.                                                                 | Napoli              |,| 392. Statuetta in colori - Maschera veneziana - Porcellana. 210. 30. 020.                                                                 | Napoli              | | 09o. Calamariera composta di sel p...,666
BO0624_4466,392,594,Piatto di porcellana in colori con medaglioni (Luigi Filippo). Sèvres                                                                |                     |,| 594. Piatto di porcellana in colori con medaglioni (Luigi Filippo). Sèvres                                                                |                     |...,668
BO0624_4466,596,601,Statuetta - Diana cacciatrice con cane — di porcellana in colore.                                                                    | Krakenthal          |,| 601. Statuetta - Diana cacciatrice con cane — di porcellana in colore.                                                                    | Krakenthal          |...,674
BO0624_4466,604,60,"o. Zuppierma a due ause. decorata con quattro medaglioni in colori, rappresentante amorini, alt. m. 0,12 per m. 0,lo.                   | Capodimonte         |","60. Paio vesi di forma sferica. decorati con medaglioni. fiori e fogl in colori sopra fondo bleu, alt. m. 0,27 Casteldurante...",85
BO0624_4466,60,606,"Secchia con due anse a guisa di tronchi, e grappoli di uve in co- lori sopra fondo bianco, alt. m. 0,30.                             | Capodimonte         |","| 606. Secchia con due anse a guisa di tronchi, e grappoli di uve in co- lori sopra fondo bianco, alt. m. 0,30.                             | Capodimonte         |...",679
BO0624_4466,622,624,"Boccale e bacino in porcellana colorata a fiori, e fregi in oro (Giovine). Napoli                                                                    |","| 624. Boccale e bacino in porcellana colorata a fiori, e fregi in oro (Giovine). Napoli                                                                    |...",697
BO0624_4466,625,627,"Piatto in colori e fregi in oro, nel mezzo - Il ratto di Europa -                                                                                    |","| 627. Piatto in colori e fregi in oro, nel mezzo - Il ratto di Europa -                                                                                    |...",699
BO0624_4466,627,626,Gruppo - Bacco sulla botte e putto — in porcell. bianca di Berlino                                                                                   |,| 626. Gruppo - Bacco sulla botte e putto — in porcell. bianca di Berlino                                                                                   | | porcellana di Vienna                    ...,700
BO0624_4466,626,628,"Tazza per thè, decorata con figura a rilievo in colori. Ginori                                                                                       |","| 628. Tazza per thè, decorata con figura a rilievo in colori. Ginori                                                                                       |...",702
BO0624_4466,629,631,Due candelieri in porcellana di                                                                                                     | Napoli                                                                |,| 631. Due candelieri in porcellana di                                                                                                     | Napoli                                                     ...,706
BO0624_4466,634,634,bis - Idem.                                                                                                                         | nasconom                                                              |,"| 634. Vaso da profumo: tre puttini ne formano la base. Porcellana in colori, alt. m. 0,35 di                                              | Sassonia                                                   ...",709
BO0624_4466,634,636,"Gruppo a tre figure in colori - Il ratto di Europa alt. m. 0,30.                                                                    |                                                                       |","| 636. Gruppo a tre figure in colori - Il ratto di Europa alt. m. 0,30.                                                                    |                                                            ...",712
BO0624_4466,646,648,Due piatti ottagonali in porcellana della                                                                                           |                                                                       |,| 648. Due piatti ottagonali in porcellana della                                                                                           |                                                            ...,723
BO0624_4466,649,651,"Figura, magot, in porcellana colorata, alt. m. 0,38.                                                                                | China China                                                           |","| 651. Figura, magot, in porcellana colorata, alt. m. 0,38.                                                                                | China China                                                ...",726
BO0624_4466,655,657,"Statuetta in colori, alt. m. 0,10.                                                               | Carle        |","| 657. Statuetta in colori, alt. m. 0,10.                                                               | Carle        |...",736
BO0624_4466,666,668,"Gruppo —L' Asia e L' Africa — porcellana in colore, alt. m. 035                                  | Sassonia     |","| 668. Gruppo —L' Asia e L' Africa — porcellana in colore, alt. m. 035                                  | Sassonia     |...",746
BO0624_4466,677,679,Caffettiera di porcellana con dipinto di caccia in colori.                                       | Napoli       |,| 679. Caffettiera di porcellana con dipinto di caccia in colori.                                       | Napoli       |...,756
BO0624_4466,703,705,"Orologio con base. Bel modello Luigi XV di decorazione e di for- * ma, alt. m. 0.45 per 0.30. Sassonia                         |","| 705. Orologio con base. Bel modello Luigi XV di decorazione e di for- * ma, alt. m. 0.45 per 0.30. Sassonia                         | |---------------------------------------------------------------...",783
BO0624_4466,708,710,"Antinoo, biscuit, alt. m. 0.20. Napoli 711. Achille, biscuit, alt. m. 0.20. Napoli alt. m. 0.20.                               |","| 710. Antinoo, biscuit, alt. m. 0.20. Napoli 711. Achille, biscuit, alt. m. 0.20. Napoli alt. m. 0.20.                               |...",788
BO0624_4466,710,712,"Odorino di porcellana in colori, con medaglione e fregi in oro,                                                                |","| 712. Odorino di porcellana in colori, con medaglione e fregi in oro,                                                                | | Buen Retiro Capodimonte                                       ...",789
BO0624_4466,715,720,Statuetta in colori rappresentante lo Stipettajo.. Bellissimo modello della Fabbrica di                                        |,| 720. Statuetta in colori rappresentante lo Stipettajo.. Bellissimo modello della Fabbrica di                                        | | Sassonia                                                      ...,798
BO0624_4466,721,724,Due vasettini con manichi e medaglioni con paesaggi ( Giovine). Napoli                                                         |,| 724. Due vasettini con manichi e medaglioni con paesaggi ( Giovine). Napoli                                                         |...,805
BO0624_4466,737,788,"Gruppo - Un avaro - in porcellana bianca, alt. m. 0,15 di                                                      | Capodimonte                                                            |","| 788. Gruppo - Un avaro - in porcellana bianca, alt. m. 0,15 di                                                      | Capodimonte                                                            |...",820
BO0624_4466,788,739,"Dipinto sopra porcellana - Interno con figure in cornice dorata, alt. m. 0,24 p. 0,24.                         |                                                                        |","| 739. Dipinto sopra porcellana - Interno con figure in cornice dorata, alt. m. 0,24 p. 0,24.                         |                                                                        |...",821
BO0624_4466,741,743,"Pajo vasi a due anse, decorati con festoni e medaglioni in rilie- vo, alt. m. 0,34.                            | Ginori                                                                 |","| 743. Pajo vasi a due anse, decorati con festoni e medaglioni in rilie- vo, alt. m. 0,34.                            | Ginori                                                                 |...",824
BO0624_4466,761,765,Piatto con veduta di Persano in porcellana (dipinto di Giovine).                                                                                                               | Napoli        |,| 765. Piatto con veduta di Persano in porcellana (dipinto di Giovine).                                                                                                               | Napoli        |...,846
BO0624_4466,796,79,T. Dipinto su rame - Paesaggio voluto - di Paolo Brill.,79. Due vasi con medaghon Caltagiron...,103
BO0624_4466,79,798,Dipinto sopra tela - Battaglia - Scuola napoletana.,798. Dipinto sopra tela - Battaglia - Scuola napoletana....,904
BO0624_4466,812,2,"nice dorata. Firmato, Vander Cabel - alt. m. 0,60 p. 0,72",| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,812,bis - Idem (pendant).,812. Dipinto sopra tela - Paesaggio con figure allegoriche - in cor-...,931
BO0624_4466,814,6,sopra tela - Frutta e uccelli - attribuito al de Caro.,6. sopra tela - Frutta e uccelli - attribuito al de Caro....,936
BO0624_4466,6,815,"Due dipinti sopra tela - Natura morta — con cornici: attribulu a Baldassarro de Caro. - alt. m. 0,90 p. m. 1,00.","815. Due dipinti sopra tela - Natura morta — con cornici: attribulu a Baldassarro de Caro. - alt. m. 0,90 p. m. 1,00....",937
BO0624_4466,818,11,napolerana.,"| 11. Vaso di forma sferica e collo lungo con fregi su fondo bleu e aran- cione, nel centro ritratto colla scritta - Carone. alt. m. 0,33.        | Casteldurante |...",17
BO0624_4466,11,819,Dipinto su rame. - Diana che condanna la ninfa Calisto - (Scuola,819. Dipinto su rame. - Diana che condanna la ninfa Calisto - (Scuola...,942
BO0624_4466,819,13,"fiamminga del XVII secolo) - m. 0,50. p. m. 0,40","| 13. Vaso di forma cilindrica, decorato con figura saera,                                                                                        | Abruzzo       |...",19
BO0624_4466,13,820,"Dittico in legno dipinto su due facce. Da una parte L'Annunziazione. dall' altra - La Nascita e la Presentazione al tempio con la figura della donatrice recante un cero (Ex voto). Bellissimo dipinto del XV secolo attribuito a Luca di Leyda - alt. m. 1,20 larg. m. 0,98.",820. Dittico in legno dipinto su due facce. Da una parte L'Annunziazione. dall' altra - La Nascita e la Presentazione al tempio con la figura della donatrice recante un cero (Ex voto). Bellissimo dipi...,944
BO0624_4466,823,18,napoletana.,"18. Vaso con due manichi, decorato a nori, alt. m. 0.20. Marsigua...",26
BO0624_4466,18,824,Dipinto su tela - Ritratto di donna -- in costume spagnuolo.,824. Dipinto su tela - Ritratto di donna -- in costume spagnuolo....,949
BO0624_4466,826,22,del Tasson.,"22. Vaso cilindrico, decorato con fregi e medaglone. Caltagurone...",31
BO0624_4466,22,827,Sei dipinti di fiori sopra tavola in cornici dorate Seuola napoletana.,| 827. Paesaggio con figura - Mattonella degli                                                                                                               | AbruzzI                                  ...,364
BO0624_4466,828,25,dell' Albano.,"25. Vaso di forma cilindrica, decorato con trofer darmi ed ornati in color1, alt. m. 0,02. Casteldurante...",37
BO0624_4466,25,829,Dipinto su tavola a forma di lunetta — L'Eterno Padre tra gli an-,829. Dipinto su tavola a forma di lunetta — L'Eterno Padre tra gli an-...,956
BO0624_4466,829,27,gioll - Scuola fiorentina,27. La fuga in Egitto: mattone in cornice. Abruzzo...,39
BO0624_4466,27,830,"Dipinto sopra tela de Caro — alt. m. 0,90 p. m. 1,00.","830. Dipinto sopra tela de Caro — alt. m. 0,90 p. m. 1,00. - Caccia al cignale — con cornice. Attribuito al...",958
BO0624_4466,831,31,"Caccia alle quaglie - con cornice. Attribuito al de Caro - alt. m. 0,90 p. m. 1,00.",31. Piatto con medaglone. Amano...,43
BO0624_4466,31,832,"Dipinto sopra tela - Figura e paese - in cornice dorata, Scuola napolitana - alt. m. 1,20 per m. 1,00.","832. Dipinto sopra tela - Figura e paese - in cornice dorata, Scuola napolitana - alt. m. 1,20 per m. 1,00....",962
