dir_name,value,type,line_number,page_image
BO0614_87918,Jan Philips van Thielen,artist,654,BO0614_87918_000101-p. 12.jpg
BO0614_87918,Lucas van Uden,artist,676,BO0614_87918_000101-p. 12.jpg
BO0614_87918,Art des Jan Steen,school,702,BO0614_87918_000101-p. 12.jpg
BO0614_87918,Adriaen Hendriksz Verboom,artist,780,BO0614_87918_000111-p. 14.jpg
BO0614_87918,Esaias van de Velde,artist,798,BO0614_87918_000111-p. 14.jpg
BO0614_87918,Adriaen Pietersz van der Venne,artist,816,BO0614_87918_000111-p. 14.jpg
BO0614_87918,Jan Pieter Verdussen,artist,831,BO0614_87918_000111-p. 14.jpg
BO0614_87918,Nicolaes van Verendael,artist,839,BO0614_87918_000111-p. 14.jpg
BO0614_87918,Hendrik Verschuring,artist,851,BO0614_87918_000112-p. 15.jpg
BO0614_87918,Maerten de Vos d. Ae.,artist,865,BO0614_87918_000112-p. 15.jpg
BO0614_87918,Hendrik Corneliszen Vroom,artist,875,BO0614_87918_000112-p. 15.jpg
BO0614_87918,Alida Withoos,artist,890,BO0614_87918_000112-p. 15.jpg
BO0614_87918,Italienische (vielleicht Ribera's) Schule,school,904,BO0614_87918_000121-p. 16.jpg
BO0624_1003,LIVRES ANCIENS,object_type,3,BO0624_1003_000062-p. [1].jpg
BO0624_1003,LIVRES ANCIENS,object_type,18,BO0624_1003_000071-p. 2.jpg
BO0624_1003,LIVRES ANCIENS,object_type,130,BO0624_1003_000101-p. 6.jpg
BO0624_1003,LIVRESANCIENS,object_type,151,BO0624_1003_000112-p. 7.jpg
BO0624_1003,EDITIONS,object_type,382,BO0624_1003_000181-p. 16.jpg
BO0624_1003,RELIURES,object_type,382,BO0624_1003_000181-p. 16.jpg
BO0624_1003,LIVRES MODERNES ILLUSTRES,object_type,817,BO0624_1003_000341-p. 38.jpg
BO0624_1003,EAUX-FORTES,object_type,1429,BO0624_1003_000561-p. 68.jpg
BO0624_15268,BRONZES,object_type,10,BO0624_15268_000082-p. [3].jpg
BO0624_15269,Bronzes de la Renaissance,object_type,8,BO0624_15269_000042-p. [5].jpg
BO0624_15269,Bronzes de la Renaissance,object_type,26,BO0624_15269_000051-p. 6.jpg
BO0624_15269,STATUETTES EN BRONZE,object_type,28,BO0624_15269_000052-p. [7].jpg
BO0624_15269,OBJETS DIVERS EN BRONZE,object_type,219,BO0624_15269_000081-p. 10.jpg
BO0624_15269,PLAQUETTES,object_type,269,BO0624_15269_000101-p. 12.jpg
BO0624_15269,ECOLE DE PADOUE,school,306,BO0624_15269_000112-p. 13.jpg
BO0624_15269,Antonio PISANO,artist,316,BO0624_15269_000112-p. 13.jpg
BO0624_15269,PISANELLO,artist,316,BO0624_15269_000112-p. 13.jpg
BO0624_15269,Fra Antonio da BRESCIA,artist,326,BO0624_15269_000112-p. 13.jpg
BO0624_15269,ECOLE DE DONATELLO,school,355,BO0624_15269_000112-p. 13.jpg
BO0624_15269,Cristoforo di GEREMIA,artist,389,BO0624_15269_000121-p. 14.jpg
BO0624_15269,Ambrogio FOPPA,artist,403,BO0624_15269_000121-p. 14.jpg
BO0624_15269,CARADOSSO,artist,403,BO0624_15269_000121-p. 14.jpg
BO0624_15269,Andrea BRIOSCO,artist,413,BO0624_15269_000121-p. 14.jpg
BO0624_15269,RICCIO,artist,413,BO0624_15269_000121-p. 14.jpg
BO0624_15269,ULOCRINO,artist,437,BO0624_15269_000132-p. 15.jpg
BO0624_15269,MODERNO,artist,458,BO0624_15269_000132-p. 15.jpg
BO0624_15269,Camelio,artist,458,BO0624_15269_000132-p. 15.jpg
BO0624_15269,Gian Francesco di BoGGio,artist,618,BO0624_15269_000151-p. 18.jpg
BO0624_15269,Giovanni dalle CORNIOLE,artist,618,BO0624_15269_000151-p. 18.jpg
BO0624_15269,POCCETTI,artist,660,BO0624_15269_000162-p. 19.jpg
BO0624_15269,Jacopo TATTI,artist,668,BO0624_15269_000162-p. 19.jpg
BO0624_15269,SANSOVINO,artist,668,BO0624_15269_000162-p. 19.jpg
BO0624_15269,ECOLE DE PADOUE,school,680,BO0624_15269_000171-p. 20.jpg
BO0624_15269,Valerio BELLI,artist,724,BO0624_15269_000171-p. 20.jpg
BO0624_15269,Giovanni BERNARDI da Castel Bolognese,artist,734,BO0624_15269_000182-p. 21.jpg
BO0624_15269,ARTISTES ALLEMANDS,school,789,BO0624_15269_000191-p. 22.jpg
BO0624_15269,FLAMANDS,school,789,BO0624_15269_000191-p. 22.jpg
BO0624_15269,MEDAILLES ITALIENNES,object_type,840,BO0624_15269_000202-p. 23.jpg
BO0624_15269,FRANCAISES,object_type,842,BO0624_15269_000202-p. 23.jpg
BO0624_15269,Giovanni BOLDU,artist,846,BO0624_15269_000202-p. 23.jpg
BO0624_15269,Giovanni CANDIDA,artist,853,BO0624_15269_000202-p. 23.jpg
BO0624_15269,LYSIPPE,artist,861,BO0624_15269_000202-p. 23.jpg
BO0624_15269,Matteo dei PASTI,artist,871,BO0624_15269_000202-p. 23.jpg
BO0624_15269,Antonio PISANO,artist,889,BO0624_15269_000211-p. 24.jpg
BO0624_15269,PISANELLO,artist,889,BO0624_15269_000211-p. 24.jpg
BO0624_15269,Nicolas LECLERC,artist,901,BO0624_15269_000211-p. 24.jpg
BO0624_15269,Jehan de SAINT-PRIEST,artist,905,BO0624_15269_000211-p. 24.jpg
BO0624_15269,MEDAILLES ITALIENNES,object_type,913,BO0624_15269_000211-p. 24.jpg
BO0624_15269,Antonio ABONDIO le jeune,artist,917,BO0624_15269_000211-p. 24.jpg
BO0624_15269,Fred. BONZAGNA,artist,925,BO0624_15269_000212-p. 25.jpg
BO0624_15269,Jean CAVINO,artist,932,BO0624_15269_000212-p. 25.jpg
BO0624_15269,Benvenuto CELLINI,artist,939,BO0624_15269_000212-p. 25.jpg
BO0624_15269,Leone LEONI,artist,961,BO0624_15269_000221-p. 26.jpg
BO0624_15269,Michel MAZZA,artist,969,BO0624_15269_000221-p. 26.jpg
BO0624_15269,MAZZAFIRRI,artist,969,BO0624_15269_000221-p. 26.jpg
BO0624_15269,MELIOLI,artist,977,BO0624_15269_000221-p. 26.jpg
BO0624_15269,Giovanni MELoNE,artist,992,BO0624_15269_000221-p. 26.jpg
BO0624_15269,PASTORINO de Sienne,artist,1000,BO0624_15269_000221-p. 26.jpg
BO0624_15269,Domenico PoGGINI,artist,1011,BO0624_15269_000221-p. 26.jpg
BO0624_15269,Jean-Paul POGGINI,artist,1022,BO0624_15269_000222-p. 27.jpg
BO0624_15269,Domenico di PoLO,artist,1035,BO0624_15269_000222-p. 27.jpg
BO0624_15269,Giov.-Ant. ROSSI,artist,1041,BO0624_15269_000222-p. 27.jpg
BO0624_15269,Alfonso RUSPAGIARI,artist,1049,BO0624_15269_000222-p. 27.jpg
BO0624_15269,Jacopo NIZZOLA DA TREZZO,artist,1059,BO0624_15269_000222-p. 27.jpg
BO0624_15269,Alessandro VITToRIA,artist,1082,BO0624_15269_000231-p. 28.jpg
BO0624_15269,MEDAILLES FRANCAISES,object_type,1153,BO0624_15269_000241-p. 30.jpg
BO0624_15269,Guillaume DUPRE,artist,1155,BO0624_15269_000241-p. 30.jpg
BO0624_15269,Claude WARIN,artist,1170,BO0624_15269_000241-p. 30.jpg
BO0624_15269,COCHIN,artist,1195,BO0624_15269_000242-p. 31.jpg
BO0624_15269,STATUETTES,object_type,1203,BO0624_15269_000242-p. 31.jpg
BO0624_15269,PLAQUETTES,object_type,1224,BO0624_15269_000251-p. 32.jpg
BO0624_15269,MEDAILLES ALLEMANDES,object_type,1237,BO0624_15269_000251-p. 32.jpg
BO0624_15269,BRONZES-D'APPLIQUE,object_type,1270,BO0624_15269_000252-p. 33.jpg
BO0624_15271,Antonio Pisano (Pisanello),artist,7,BO0624_15271_000032-p. 1.jpg
BO0624_15271,Matteo de'Pasti,artist,18,BO0624_15271_000032-p. 1.jpg
BO0624_15271,Sperandio,artist,25,BO0624_15271_000032-p. 1.jpg
BO0624_15271,Niccolo di Forzone Spinelli gen. Niccolo Fiorentino,artist,51,BO0624_15271_000041-p. 2.jpg
BO0624_15271,Andreas Guazzalotti,artist,61,BO0624_15271_000041-p. 2.jpg
BO0624_15271,Amadio da Milano,artist,67,BO0624_15271_000041-p. 2.jpg
BO0624_15271,Giovanni Boldu,artist,72,BO0624_15271_000041-p. 2.jpg
BO0624_15271,Giovanni Bernardo da Castelbolognese,artist,99,BO0624_15271_000042-p. 3.jpg
BO0624_15271,Annibale Fontana,artist,106,BO0624_15271_000042-p. 3.jpg
BO0624_15271,Benvenuto Cellini,artist,111,BO0624_15271_000042-p. 3.jpg
BO0624_15271,Alfonso da Tomaso Ruspagiari,artist,118,BO0624_15271_000051-p. 4.jpg
BO0624_15271,Leone Leoni,artist,128,BO0624_15271_000051-p. 4.jpg
BO0624_15271,Jacopo da Trezzo,artist,142,BO0624_15271_000051-p. 4.jpg
BO0624_15271,Andrea Spinelli,artist,150,BO0624_15271_000051-p. 4.jpg
BO0624_15271,Antonio Abondio der Jungere,artist,159,BO0624_15271_000051-p. 4.jpg
BO0624_15271,"Andrea Cambi, genannt Bombarda",artist,179,BO0624_15271_000052-p. 5.jpg
BO0624_15271,Rutilio Caci,artist,230,BO0624_15271_000061-p. 6.jpg
BO0624_15271,M. Soldani,artist,261,BO0624_15271_000061-p. 6.jpg
BO0624_15271,Deutsche Medaillen,object_type,269,BO0624_15271_000062-p. 7.jpg
BO0624_15271,Mathes Gebel,artist,271,BO0624_15271_000062-p. 7.jpg
BO0624_15271,Lorenz Rosenbaum,artist,293,BO0624_15271_000062-p. 7.jpg
BO0624_15271,Jakob Stampfer,artist,304,BO0624_15271_000062-p. 7.jpg
BO0624_15271,Valentin Maler,artist,336,BO0624_15271_000071-p. 8.jpg
BO0624_15271,Niederlandische Medaillen,object_type,392,BO0624_15271_000081-p. 10.jpg
BO0624_15271,Jean Second,artist,394,BO0624_15271_000081-p. 10.jpg
BO0624_15271,Guillaume Dupre,artist,417,BO0624_15271_000082-p. 11.jpg
BO0624_15271,Claude Warin,artist,425,BO0624_15271_000082-p. 11.jpg
BO0624_15271,Plaketten,object_type,431,BO0624_15271_000082-p. 11.jpg
BO0624_15271,Niccolo Spinelli (?) gen. Niccolo Fiorentino,artist,475,BO0624_15271_000091-p. 12.jpg
BO0624_15271,Paduanische Schule,school,483,BO0624_15271_000092-p. 13.jpg
BO0624_15271,Giovanni da Pisa,artist,485,BO0624_15271_000092-p. 13.jpg
BO0624_15271,"Riccio, Andrea Briosco",artist,491,BO0624_15271_000092-p. 13.jpg
BO0624_15271,Lautizio de Perugia,artist,500,BO0624_15271_000092-p. 13.jpg
BO0624_15271,Ulocrino,artist,517,BO0624_15271_000092-p. 13.jpg
BO0624_15271,Moderno,artist,523,BO0624_15271_000101-p. 14.jpg
BO0624_15271,Oberitalienische Schulen,school,555,BO0624_15271_000102-p. 15.jpg
BO0624_15271,Thomas Callistus,artist,557,BO0624_15271_000102-p. 15.jpg
BO0624_15271,"Ambrogio Foppa, gen. Caradosso",artist,565,BO0624_15271_000102-p. 15.jpg
BO0624_15271,Bartolomeo Melioli,artist,572,BO0624_15271_000102-p. 15.jpg
BO0624_15271,Gion Francesco di Boggio,artist,581,BO0624_15271_000102-p. 15.jpg
BO0624_15271,Fra Antonio da Brescia,artist,591,BO0624_15271_000111-p. 16.jpg
BO0624_15271,Valerio Belli,artist,646,BO0624_15271_000112-p. 17.jpg
BO0624_15271,Giovanni Bernardi da Castelbolognese,artist,664,BO0624_15271_000121-p. 18.jpg
BO0624_15271,Jacopo Sansovino,artist,670,BO0624_15271_000121-p. 18.jpg
BO0624_15271,Deutsche Plaketten,object_type,736,BO0624_15271_000131-p. 20.jpg
BO0624_15271,Hans Fischer,artist,738,BO0624_15271_000131-p. 20.jpg
BO0624_15271,Peter Flotner,artist,744,BO0624_15271_000131-p. 20.jpg
BO0624_15271,Jonas Silber,artist,831,BO0624_15271_000142-p. 23.jpg
BO0624_15271,Paulus van Vianen,artist,878,BO0624_15271_000151-p. 24.jpg
BO0624_15271,Johann Gottfried Schadow,artist,936,BO0624_15271_000161-p. 26.jpg
BO0624_15271,Eisenguss-Piaketten,object_type,944,BO0624_15271_000161-p. 26.jpg
BO0624_15350,MONNAIES ANTIQUES,object_type,9,BO0624_15350_000052-p. [6].jpg
BO0624_15350,GRECQUES,school,13,BO0624_15350_000062-p. [7].jpg
BO0624_15350,ROMAINES,school,135,BO0624_15350_000102-p. 15.jpg
BO0624_15350,MONNAIES DU MOYEN AGE,object_type,172,BO0624_15350_000122-p. 19.jpg
BO0624_15350,CHARLES VII,artist,231,BO0624_15350_000132-p. [21].jpg
BO0624_15351,MONNAIES OBSIDIONALES,object_type,3,BO0624_15351_000032-p. [3].jpg
BO0624_15351,MEDAILLES HISTORIQUES,object_type,28,BO0624_15351_000041-p. 4.jpg
BO0624_15351,MONNAIES HISTORIQUES,object_type,28,BO0624_15351_000041-p. 4.jpg
BO0624_15351,PLAQUETTES MODERNES,object_type,30,BO0624_15351_000041-p. 4.jpg
BO0624_15351,MONNAIES,object_type,40,BO0624_15351_000041-p. 4.jpg
BO0624_15351,MONNAIES OBSIDIONALES,object_type,45,BO0624_15351_000041-p. 4.jpg
BO0624_15351,MEDAILLES HISTORIQUES,object_type,1109,BO0624_15351_000161-p. 28.jpg
BO0624_15351,MONNAIES HISTORIQUES,object_type,1111,BO0624_15351_000161-p. 28.jpg
BO0624_15351,PLAQUETTES MODERNES,object_type,1113,BO0624_15351_000161-p. 28.jpg
BO0624_15351,MEDAILLES DES CHEMINS DE FER,object_type,1423,BO0624_15351_000201-p. 36.jpg
BO0624_15351,MEREAUX,object_type,1523,BO0624_15351_000211-p. 38.jpg
BO0624_15351,PLAQUES DE GILDES,object_type,1525,BO0624_15351_000211-p. 38.jpg
BO0624_15351,MONNAIES,object_type,1616,BO0624_15351_000221-p. 40.jpg
BO0624_15368,SPANISCHE PLAKETTEN,object_type,5,BO0624_15368_000072-p. [2].jpg
BO0624_15368,Ferraresischer Meister,school,45,BO0624_15368_000082-p. 3.jpg
BO0624_15368,Florentinisch,school,55,BO0624_15368_000082-p. 3.jpg
BO0624_15368,Bertoido di Giovanni,artist,67,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Niccolo di Forzore Spinelli,artist,77,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Niccolo Fiorentino,artist,77,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Florentiner Meister,school,86,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Lorenzi di Credi,artist,86,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Florentinische Schule,school,91,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Bartolommeo Bellano,artist,95,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Giovanni di Pisa,artist,105,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Paduaner Nachfolger Donatellos,school,109,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Andrea Briosco,artist,117,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Riccio,artist,117,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Ulocrino,artist,125,BO0624_15368_000091-p. 4.jpg
BO0624_15368,Nachfolger des Moderno,school,227,BO0624_15368_000101-p. 6.jpg
BO0624_15368,Meister in der Art des Moderno,school,236,BO0624_15368_000101-p. 6.jpg
BO0624_15368,Paduanischer Meister,school,244,BO0624_15368_000101-p. 6.jpg
BO0624_15368,Paduanische Schule,school,252,BO0624_15368_000101-p. 6.jpg
BO0624_15368,Venezianische Schule,school,269,BO0624_15368_000101-p. 6.jpg
BO0624_15368,Cristoforo di Geremia,artist,290,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Pier G. l. Bonacolsi,artist,298,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Antico,artist,298,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Fra An Brix,artist,304,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Francesco Antonio da Brescia,artist,304,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Meister IO·F·F,artist,320,BO0624_15368_000102-p. 7.jpg
BO0624_15368,oberitalienischer Meister,school,338,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Oberitalienische Schule,school,359,BO0624_15368_000102-p. 7.jpg
BO0624_15368,Venezianische Schule,school,373,BO0624_15368_000111-p. 8.jpg
BO0624_15368,Jacopo da Trezzo,artist,442,BO0624_15368_000111-p. 8.jpg
BO0624_15368,Valerio Belli,artist,447,BO0624_15368_000112-p. 9.jpg
BO0624_15368,Valerio Vicentino,artist,447,BO0624_15368_000112-p. 9.jpg
BO0624_15368,Giovanni Bernardi da Castelbolognese,artist,479,BO0624_15368_000112-p. 9.jpg
BO0624_15368,Giovanni Bernardi,artist,519,BO0624_15368_000112-p. 9.jpg
BO0624_15368,Antonio Abondio,artist,538,BO0624_15368_000121-p. 10.jpg
BO0624_15368,Thomas di Savii,artist,545,BO0624_15368_000121-p. 10.jpg
BO0624_15368,Jacopo Sansovino,artist,556,BO0624_15368_000121-p. 10.jpg
BO0624_15368,Spanische Plaketten,object_type,814,BO0624_15368_000141-p. 14.jpg
BO0624_15368,Nicolaus Viircoenius,artist,816,BO0624_15368_000141-p. 14.jpg
BO0624_15368,Spanische Plakettenwerkstatte,school,827,BO0624_15368_000142-p. 15.jpg
BO0624_15368,DEUTSCHE PLAKETTEN,object_type,897,BO0624_15368_000151-p. 16.jpg
BO0624_15368,Hans Schwarz,artist,931,BO0624_15368_000162-p. 19.jpg
BO0624_15368,Peter Flotner,artist,939,BO0624_15368_000162-p. 19.jpg
BO0624_15368,Peter Flotner,artist,1008,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Peter Flotner,artist,1027,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Werkstatt der Vischer,school,1031,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Monogrammist H L,artist,1048,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Hans Leitmaier,artist,1048,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Leonhard Danner,artist,1062,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Leonhard Danner,artist,1069,BO0624_15368_000172-p. 21.jpg
BO0624_15368,Meister H. G.,artist,1293,BO0624_15368_000191-p. 24.jpg
BO0624_15368,Meister H. G.,artist,1326,BO0624_15368_000192-p. 25.jpg
BO0624_15368,Schule des Meisters H. G.,school,1391,BO0624_15368_000192-p. 25.jpg
BO0624_15368,Jonas Silber,artist,1417,BO0624_15368_000201-p. 26.jpg
BO0624_15368,Paul Flindt d. J.,artist,1463,BO0624_15368_000201-p. 26.jpg
BO0624_15368,Meister der Jagdszenen,artist,1492,BO0624_15368_000202-p. 27.jpg
BO0624_15368,Monogrammist HR,artist,1802,BO0624_15368_000222-p. 31.jpg
BO0624_15368,Adam Stor,artist,1812,BO0624_15368_000222-p. 31.jpg
BO0624_15368,Augsburger Plakettenwerkstatte,school,1881,BO0624_15368_000231-p. 32.jpg
BO0624_15368,Andreas Hamburger,artist,2006,BO0624_15368_000241-p. 34.jpg
BO0624_15368,Raphael Donner,artist,2183,BO0624_15368_000252-p. 37.jpg
BO0624_15368,NIEDERLANDISCHE UND FRANZOSISCHE PLAKETTEN,object_type,2301,BO0624_15368_000271-p. 40.jpg
BO0624_15368,Steven Cornelisz van Herwijck,artist,2306,BO0624_15368_000271-p. 40.jpg
BO0624_15368,St.C.v.Herwijck,artist,2322,BO0624_15368_000272-p. 41.jpg
BO0624_15368,Franzosische Plaketten,object_type,2491,BO0624_15368_000302-p. 47.jpg
BO0624_15368,Jean Warin,artist,2512,BO0624_15368_000302-p. 47.jpg
BO0624_15368,Claude Gillot,artist,2532,BO0624_15368_000311-p. 48.jpg
BO0624_23222,Frankische,school,7,BO0624_23222_000032-p. 1.jpg
BO0624_23222,TongefaBe,object_type,27,BO0624_23222_000032-p. 1.jpg
BO0624_23222,Prahistorische,school,31,BO0624_23222_000032-p. 1.jpg
BO0624_23222,Rheinisch-frankische,school,71,BO0624_23222_000042-p. 3.jpg
BO0624_23222,Glaser,object_type,71,BO0624_23222_000042-p. 3.jpg
BO0624_23222,Waffen,object_type,100,BO0624_23222_000042-p. 3.jpg
BO0624_23222,Waffen,object_type,119,BO0624_23222_000051-p. 4.jpg
BO0624_23222,Keltische,school,121,BO0624_23222_000051-p. 4.jpg
BO0624_23222,Frainkische,school,126,BO0624_23222_000051-p. 4.jpg
BO0624_23222,Schwerter,object_type,128,BO0624_23222_000051-p. 4.jpg
BO0624_23222,Lanzen,object_type,198,BO0624_23222_000061-p. 6.jpg
BO0624_23222,Beile,object_type,215,BO0624_23222_000062-p. 7.jpg
BO0624_23222,Aexte,object_type,215,BO0624_23222_000062-p. 7.jpg
BO0624_23222,Waffen,object_type,259,BO0624_23222_000071-p. 8.jpg
BO0624_23222,Eisenarbeiten,object_type,272,BO0624_23222_000071-p. 8.jpg
BO0624_23222,Hals- und Armringe,object_type,557,BO0624_23222_000131-p. 20.jpg
BO0624_41646,Prof. Chr. L. Bokelmann,artist,5,BO0624_41646_000062-p. [1].jpg
BO0624_41646,Prof. Wilh. von Kaulbach,artist,579,BO0624_41646_000111-p. 10.jpg
BO0624_41646,Handzeichnungen,object_type,579,BO0624_41646_000111-p. 10.jpg
BO0624_4389,22 Aprile 1907,date,41,BO0624_4389_000082-p. [9].jpg
BO0624_4389,Terrecotte,object_type,43,BO0624_4389_000082-p. [9].jpg
BO0624_4389,Bronzi,object_type,55,BO0624_4389_000091-p. 10.jpg
BO0624_4389,Maioliche,object_type,76,BO0624_4389_000091-p. 10.jpg
BO0624_4389,Stoffe,object_type,100,BO0624_4389_000092-p. 11.jpg
BO0624_4389,Quadri,object_type,116,BO0624_4389_000092-p. 11.jpg
BO0624_4389,SCUOLA DIFRANCESCODIGIORGIO,school,118,BO0624_4389_000092-p. 11.jpg
BO0624_4389,SCUOLA FIORENTINA,school,124,BO0624_4389_000101-p. 12.jpg
BO0624_4389,SCUOLA MARCHIGIANA-VIVARINESCA,school,130,BO0624_4389_000101-p. 12.jpg
BO0624_4389,SCUOLADELVERROCCHIO,school,136,BO0624_4389_000101-p. 12.jpg
BO0624_4389,NERI DI BICCI,artist,142,BO0624_4389_000101-p. 12.jpg
BO0624_4389,SCUOLA FIORENTINA,school,150,BO0624_4389_000101-p. 12.jpg
BO0624_4389,BERNARDINO FUNGAI,artist,159,BO0624_4389_000101-p. 12.jpg
BO0624_4389,SCUOLA UMBRO-SENESE,school,169,BO0624_4389_000102-p. [13].jpg
BO0624_4389,SCUOLA BIZANTINA,school,183,BO0624_4389_000102-p. [13].jpg
BO0624_4389,SCUOLA VENEZIANA PRIMITIVA,school,189,BO0624_4389_000102-p. [13].jpg
BO0624_4389,ANTONIO VIVARINI,artist,203,BO0624_4389_000102-p. [13].jpg
BO0624_4389,SANO DI PIETRO,artist,218,BO0624_4389_000102-p. [13].jpg
